"cause_name","sex","exposure_grams_per_day","mean_rr","lower_rr","upper_rr"
"Tuberculosis","Both",0,1,1,1
"Tuberculosis","Both",1,1.01931593,0.995692752,1.045199977
"Tuberculosis","Both",2,1.038631861,0.991385504,1.090399955
"Tuberculosis","Both",3,1.057947791,0.987078256,1.135599932
"Tuberculosis","Both",4,1.077263721,0.982771009,1.18079991
"Tuberculosis","Both",5,1.096579652,0.978463761,1.225999887
"Tuberculosis","Both",6,1.115895582,0.974156513,1.271199864
"Tuberculosis","Both",7,1.135211512,0.969849265,1.316399842
"Tuberculosis","Both",8,1.154527443,0.965542017,1.361599819
"Tuberculosis","Both",9,1.173843373,0.961234769,1.406799797
"Tuberculosis","Both",10,1.193159303,0.956927522,1.451999774
"Tuberculosis","Both",11,1.223361265,0.97673226,1.499900024
"Tuberculosis","Both",12,1.253563281,0.996537119,1.547800287
"Tuberculosis","Both",13,1.283765297,1.016341978,1.595700551
"Tuberculosis","Both",14,1.313967313,1.036146837,1.643600814
"Tuberculosis","Both",15,1.34416933,1.055951696,1.691501078
"Tuberculosis","Both",16,1.374371346,1.075756555,1.739401341
"Tuberculosis","Both",17,1.404573362,1.095561413,1.787301605
"Tuberculosis","Both",18,1.434775378,1.115366272,1.835201868
"Tuberculosis","Both",19,1.464977394,1.135171131,1.883102132
"Tuberculosis","Both",20,1.495179973,1.15497625,1.931003026
"Tuberculosis","Both",21,1.536648076,1.179976125,1.991530224
"Tuberculosis","Both",22,1.578116179,1.204976,2.052057421
"Tuberculosis","Both",23,1.619584281,1.229975875,2.112584618
"Tuberculosis","Both",24,1.661052384,1.25497575,2.173111816
"Tuberculosis","Both",25,1.702520487,1.279975625,2.233639013
"Tuberculosis","Both",26,1.743988589,1.3049755,2.294166211
"Tuberculosis","Both",27,1.785456692,1.329975375,2.354693408
"Tuberculosis","Both",28,1.826924795,1.35497525,2.415220605
"Tuberculosis","Both",29,1.868392897,1.379975125,2.475747803
"Tuberculosis","Both",30,1.909861,1.404975,2.536275
"Tuberculosis","Both",31,1.949511402,1.433859856,2.586057251
"Tuberculosis","Both",32,1.989161803,1.462744711,2.635839502
"Tuberculosis","Both",33,2.028812205,1.491629567,2.685621753
"Tuberculosis","Both",34,2.068462607,1.520514422,2.735404004
"Tuberculosis","Both",35,2.108113009,1.549399278,2.785186255
"Tuberculosis","Both",36,2.14776341,1.578284133,2.834968507
"Tuberculosis","Both",37,2.187413812,1.607168989,2.884750758
"Tuberculosis","Both",38,2.227064214,1.636053845,2.934533009
"Tuberculosis","Both",39,2.266714616,1.6649387,2.98431526
"Tuberculosis","Both",40,2.306365017,1.693823556,3.034097511
"Tuberculosis","Both",41,2.349557772,1.719138987,3.093517623
"Tuberculosis","Both",42,2.392750704,1.744454241,3.152938217
"Tuberculosis","Both",43,2.435943636,1.769769494,3.212358812
"Tuberculosis","Both",44,2.479136568,1.795084747,3.271779406
"Tuberculosis","Both",45,2.5223295,1.8204,3.3312
"Tuberculosis","Both",46,2.565522432,1.845715253,3.390620594
"Tuberculosis","Both",47,2.608715364,1.871030506,3.450041188
"Tuberculosis","Both",48,2.651908296,1.896345759,3.509461783
"Tuberculosis","Both",49,2.695101228,1.921661013,3.568882377
"Tuberculosis","Both",50,2.738294047,1.946976119,3.628302939
"Tuberculosis","Both",51,2.779240743,1.969366008,3.687082645
"Tuberculosis","Both",52,2.820187438,1.991755896,3.745862351
"Tuberculosis","Both",53,2.861134133,2.014145784,3.804642057
"Tuberculosis","Both",54,2.902080828,2.036535672,3.863421763
"Tuberculosis","Both",55,2.943027524,2.05892556,3.922201469
"Tuberculosis","Both",56,2.983974219,2.081315448,3.980981176
"Tuberculosis","Both",57,3.024920914,2.103705336,4.039760882
"Tuberculosis","Both",58,3.065867609,2.126095224,4.098540588
"Tuberculosis","Both",59,3.106814305,2.148485112,4.157320294
"Tuberculosis","Both",60,3.147761,2.170875,4.2161
"Tuberculosis","Both",61,3.188148067,2.192071667,4.279203333
"Tuberculosis","Both",62,3.228535133,2.213268333,4.342306667
"Tuberculosis","Both",63,3.2689222,2.234465,4.40541
"Tuberculosis","Both",64,3.309309267,2.255661667,4.468513333
"Tuberculosis","Both",65,3.349696333,2.276858333,4.531616667
"Tuberculosis","Both",66,3.3900834,2.298055,4.59472
"Tuberculosis","Both",67,3.430470467,2.319251667,4.657823333
"Tuberculosis","Both",68,3.470857533,2.340448333,4.720926667
"Tuberculosis","Both",69,3.5112446,2.361645,4.78403
"Tuberculosis","Both",70,3.551631667,2.382841667,4.847133333
"Tuberculosis","Both",71,3.592018733,2.404038333,4.910236667
"Tuberculosis","Both",72,3.6324058,2.425235,4.97334
"Tuberculosis","Both",73,3.672792867,2.446431667,5.036443333
"Tuberculosis","Both",74,3.713179933,2.467628333,5.099546667
"Tuberculosis","Both",75,3.753567,2.488825,5.16265
"Tuberculosis","Both",76,3.793954067,2.510021667,5.225753333
"Tuberculosis","Both",77,3.834341133,2.531218333,5.288856667
"Tuberculosis","Both",78,3.8747282,2.552415,5.35196
"Tuberculosis","Both",79,3.915115267,2.573611667,5.415063333
"Tuberculosis","Both",80,3.955502333,2.594808333,5.478166667
"Tuberculosis","Both",81,3.9958894,2.616005,5.54127
"Tuberculosis","Both",82,4.036276467,2.637201667,5.604373333
"Tuberculosis","Both",83,4.076663533,2.658398333,5.667476667
"Tuberculosis","Both",84,4.1170506,2.679595,5.73058
"Tuberculosis","Both",85,4.157437667,2.700791667,5.793683333
"Tuberculosis","Both",86,4.197824733,2.721988333,5.856786667
"Tuberculosis","Both",87,4.2382118,2.743185,5.91989
"Tuberculosis","Both",88,4.278598867,2.764381667,5.982993333
"Tuberculosis","Both",89,4.318985933,2.785578333,6.046096667
"Tuberculosis","Both",90,4.359373,2.806775,6.1092
"Tuberculosis","Both",91,4.373210367,2.803277917,6.153936667
"Tuberculosis","Both",92,4.387047733,2.799780833,6.198673333
"Tuberculosis","Both",93,4.4008851,2.79628375,6.24341
"Tuberculosis","Both",94,4.414722467,2.792786667,6.288146667
"Tuberculosis","Both",95,4.428559833,2.789289583,6.332883333
"Tuberculosis","Both",96,4.4423972,2.7857925,6.37762
"Tuberculosis","Both",97,4.456234567,2.782295417,6.422356667
"Tuberculosis","Both",98,4.470071933,2.778798333,6.467093333
"Tuberculosis","Both",99,4.4839093,2.77530125,6.51183
"Tuberculosis","Both",100,4.497746667,2.771804167,6.556566667
"Tuberculosis","Both",101,4.511584033,2.768307083,6.601303333
"Tuberculosis","Both",102,4.5254214,2.76481,6.64604
"Tuberculosis","Both",103,4.539258767,2.761312917,6.690776667
"Tuberculosis","Both",104,4.553096133,2.757815833,6.735513333
"Tuberculosis","Both",105,4.5669335,2.75431875,6.78025
"Tuberculosis","Both",106,4.580770867,2.750821667,6.824986667
"Tuberculosis","Both",107,4.594608233,2.747324583,6.869723333
"Tuberculosis","Both",108,4.6084456,2.7438275,6.91446
"Tuberculosis","Both",109,4.622282967,2.740330417,6.959196667
"Tuberculosis","Both",110,4.636120333,2.736833333,7.003933333
"Tuberculosis","Both",111,4.6499577,2.73333625,7.04867
"Tuberculosis","Both",112,4.663795067,2.729839167,7.093406667
"Tuberculosis","Both",113,4.677632433,2.726342083,7.138143333
"Tuberculosis","Both",114,4.6914698,2.722845,7.18288
"Tuberculosis","Both",115,4.705307167,2.719347917,7.227616667
"Tuberculosis","Both",116,4.719144533,2.715850833,7.272353333
"Tuberculosis","Both",117,4.7329819,2.71235375,7.31709
"Tuberculosis","Both",118,4.746819267,2.708856667,7.361826667
"Tuberculosis","Both",119,4.760656633,2.705359583,7.406563333
"Tuberculosis","Both",120,4.774494,2.7018625,7.4513
"Tuberculosis","Both",121,4.788331367,2.698365417,7.496036667
"Tuberculosis","Both",122,4.802168733,2.694868333,7.540773333
"Tuberculosis","Both",123,4.8160061,2.69137125,7.58551
"Tuberculosis","Both",124,4.829843467,2.687874167,7.630246667
"Tuberculosis","Both",125,4.843680833,2.684377083,7.674983333
"Tuberculosis","Both",126,4.8575182,2.68088,7.71972
"Tuberculosis","Both",127,4.871355567,2.677382917,7.764456667
"Tuberculosis","Both",128,4.885192933,2.673885833,7.809193333
"Tuberculosis","Both",129,4.8990303,2.67038875,7.85393
"Tuberculosis","Both",130,4.912867667,2.666891667,7.898666667
"Tuberculosis","Both",131,4.926705033,2.663394583,7.943403333
"Tuberculosis","Both",132,4.9405424,2.6598975,7.98814
"Tuberculosis","Both",133,4.954379767,2.656400417,8.032876667
"Tuberculosis","Both",134,4.968217133,2.652903333,8.077613333
"Tuberculosis","Both",135,4.9820545,2.64940625,8.12235
"Tuberculosis","Both",136,4.995891867,2.645909167,8.167086667
"Tuberculosis","Both",137,5.009729233,2.642412083,8.211823333
"Tuberculosis","Both",138,5.0235666,2.638915,8.25656
"Tuberculosis","Both",139,5.037403967,2.635417917,8.301296667
"Tuberculosis","Both",140,5.051241333,2.631920833,8.346033333
"Tuberculosis","Both",141,5.0650787,2.62842375,8.39077
"Tuberculosis","Both",142,5.078916067,2.624926667,8.435506667
"Tuberculosis","Both",143,5.092753433,2.621429583,8.480243333
"Tuberculosis","Both",144,5.1065908,2.6179325,8.52498
"Tuberculosis","Both",145,5.120428167,2.614435417,8.569716667
"Tuberculosis","Both",146,5.134265533,2.610938333,8.614453333
"Tuberculosis","Both",147,5.1481029,2.60744125,8.65919
"Tuberculosis","Both",148,5.161940267,2.603944167,8.703926667
"Tuberculosis","Both",149,5.175777633,2.600447083,8.748663333
"Tuberculosis","Both",150,5.189615,2.59695,8.7934
"Lower respiratory infections","Both",0,1,1,1
"Lower respiratory infections","Both",1,1.001068397,0.995879333,1.0069675
"Lower respiratory infections","Both",2,1.002136793,0.991758667,1.013935
"Lower respiratory infections","Both",3,1.00320519,0.987638,1.0209025
"Lower respiratory infections","Both",4,1.004273587,0.983517333,1.02787
"Lower respiratory infections","Both",5,1.005341983,0.979396667,1.0348375
"Lower respiratory infections","Both",6,1.00641038,0.975276,1.041805
"Lower respiratory infections","Both",7,1.007478777,0.971155333,1.0487725
"Lower respiratory infections","Both",8,1.008547173,0.967034667,1.05574
"Lower respiratory infections","Both",9,1.00961557,0.962914,1.0627075
"Lower respiratory infections","Both",10,1.010683967,0.958793333,1.069675
"Lower respiratory infections","Both",11,1.011752363,0.954672667,1.0766425
"Lower respiratory infections","Both",12,1.01282076,0.950552,1.08361
"Lower respiratory infections","Both",13,1.013889157,0.946431333,1.0905775
"Lower respiratory infections","Both",14,1.014957553,0.942310667,1.097545
"Lower respiratory infections","Both",15,1.01602595,0.93819,1.1045125
"Lower respiratory infections","Both",16,1.017094347,0.934069333,1.11148
"Lower respiratory infections","Both",17,1.018162743,0.929948667,1.1184475
"Lower respiratory infections","Both",18,1.01923114,0.925828,1.125415
"Lower respiratory infections","Both",19,1.020299537,0.921707333,1.1323825
"Lower respiratory infections","Both",20,1.021367933,0.917586667,1.13935
"Lower respiratory infections","Both",21,1.02243633,0.913466,1.1463175
"Lower respiratory infections","Both",22,1.023504727,0.909345333,1.153285
"Lower respiratory infections","Both",23,1.024573123,0.905224667,1.1602525
"Lower respiratory infections","Both",24,1.02564152,0.901104,1.16722
"Lower respiratory infections","Both",25,1.026709917,0.896983333,1.1741875
"Lower respiratory infections","Both",26,1.027778313,0.892862667,1.181155
"Lower respiratory infections","Both",27,1.02884671,0.888742,1.1881225
"Lower respiratory infections","Both",28,1.029915107,0.884621333,1.19509
"Lower respiratory infections","Both",29,1.030983503,0.880500667,1.2020575
"Lower respiratory infections","Both",30,1.0320519,0.87638,1.209025
"Lower respiratory infections","Both",31,1.037338958,0.879041507,1.216326268
"Lower respiratory infections","Both",32,1.042626016,0.881703013,1.223627537
"Lower respiratory infections","Both",33,1.047913075,0.88436452,1.230928805
"Lower respiratory infections","Both",34,1.053200133,0.887026027,1.238230073
"Lower respiratory infections","Both",35,1.058487191,0.889687533,1.245531341
"Lower respiratory infections","Both",36,1.063774249,0.89234904,1.25283261
"Lower respiratory infections","Both",37,1.069061308,0.895010547,1.260133878
"Lower respiratory infections","Both",38,1.074348366,0.897672053,1.267435146
"Lower respiratory infections","Both",39,1.079635424,0.90033356,1.274736414
"Lower respiratory infections","Both",40,1.084922482,0.902995067,1.282037683
"Lower respiratory infections","Both",41,1.09020954,0.905656573,1.289338951
"Lower respiratory infections","Both",42,1.095496599,0.90831808,1.296640219
"Lower respiratory infections","Both",43,1.100783657,0.910979586,1.303941487
"Lower respiratory infections","Both",44,1.106070715,0.913641093,1.311242756
"Lower respiratory infections","Both",45,1.111357773,0.9163026,1.318544024
"Lower respiratory infections","Both",46,1.116644831,0.918964106,1.325845292
"Lower respiratory infections","Both",47,1.12193189,0.921625613,1.33314656
"Lower respiratory infections","Both",48,1.127218948,0.92428712,1.340447829
"Lower respiratory infections","Both",49,1.132506006,0.926948626,1.347749097
"Lower respiratory infections","Both",50,1.13779324,0.929610306,1.355050673
"Lower respiratory infections","Both",51,1.146596661,0.935728525,1.368504355
"Lower respiratory infections","Both",52,1.155400082,0.941846745,1.381958038
"Lower respiratory infections","Both",53,1.164203503,0.947964964,1.395411721
"Lower respiratory infections","Both",54,1.173006924,0.954083184,1.408865404
"Lower respiratory infections","Both",55,1.181810345,0.960201403,1.422319086
"Lower respiratory infections","Both",56,1.190613766,0.966319622,1.435772769
"Lower respiratory infections","Both",57,1.199417187,0.972437842,1.449226452
"Lower respiratory infections","Both",58,1.208220608,0.978556061,1.462680135
"Lower respiratory infections","Both",59,1.217024029,0.984674281,1.476133817
"Lower respiratory infections","Both",60,1.22582745,0.9907925,1.4895875
"Lower respiratory infections","Both",61,1.234630871,0.996910719,1.503041183
"Lower respiratory infections","Both",62,1.243434292,1.003028939,1.516494865
"Lower respiratory infections","Both",63,1.252237713,1.009147158,1.529948548
"Lower respiratory infections","Both",64,1.261041134,1.015265378,1.543402231
"Lower respiratory infections","Both",65,1.269844555,1.021383597,1.556855914
"Lower respiratory infections","Both",66,1.278647976,1.027501816,1.570309596
"Lower respiratory infections","Both",67,1.287451397,1.033620036,1.583763279
"Lower respiratory infections","Both",68,1.296254818,1.039738255,1.597216962
"Lower respiratory infections","Both",69,1.305058239,1.045856475,1.610670645
"Lower respiratory infections","Both",70,1.31386166,1.051974694,1.624124327
"Lower respiratory infections","Both",71,1.335382554,1.06757422,1.651256977
"Lower respiratory infections","Both",72,1.356904084,1.08317422,1.67839031
"Lower respiratory infections","Both",73,1.378425614,1.09877422,1.705523643
"Lower respiratory infections","Both",74,1.399947144,1.11437422,1.732656977
"Lower respiratory infections","Both",75,1.421468674,1.12997422,1.75979031
"Lower respiratory infections","Both",76,1.442990204,1.14557422,1.786923643
"Lower respiratory infections","Both",77,1.464511734,1.16117422,1.814056977
"Lower respiratory infections","Both",78,1.486033264,1.17677422,1.84119031
"Lower respiratory infections","Both",79,1.507554794,1.19237422,1.868323643
"Lower respiratory infections","Both",80,1.529076324,1.20797422,1.895456977
"Lower respiratory infections","Both",81,1.550597854,1.22357422,1.92259031
"Lower respiratory infections","Both",82,1.572119384,1.23917422,1.949723643
"Lower respiratory infections","Both",83,1.593640914,1.25477422,1.976856977
"Lower respiratory infections","Both",84,1.615162444,1.27037422,2.00399031
"Lower respiratory infections","Both",85,1.636683974,1.28597422,2.031123643
"Lower respiratory infections","Both",86,1.658205504,1.30157422,2.058256977
"Lower respiratory infections","Both",87,1.679727034,1.31717422,2.08539031
"Lower respiratory infections","Both",88,1.701248564,1.33277422,2.112523643
"Lower respiratory infections","Both",89,1.722770094,1.34837422,2.139656977
"Lower respiratory infections","Both",90,1.744291624,1.36397422,2.16679031
"Lower respiratory infections","Both",91,1.765813154,1.37957422,2.193923643
"Lower respiratory infections","Both",92,1.787334684,1.39517422,2.221056977
"Lower respiratory infections","Both",93,1.808856214,1.41077422,2.24819031
"Lower respiratory infections","Both",94,1.830377744,1.42637422,2.275323643
"Lower respiratory infections","Both",95,1.851899274,1.44197422,2.302456977
"Lower respiratory infections","Both",96,1.873420804,1.45757422,2.32959031
"Lower respiratory infections","Both",97,1.894942334,1.47317422,2.356723643
"Lower respiratory infections","Both",98,1.916463864,1.48877422,2.383856977
"Lower respiratory infections","Both",99,1.937985394,1.50437422,2.41099031
"Lower respiratory infections","Both",100,1.959506924,1.51997422,2.438123643
"Lower respiratory infections","Both",101,1.973707616,1.520710464,2.469401467
"Lower respiratory infections","Both",102,1.987907942,1.521445965,2.500679499
"Lower respiratory infections","Both",103,2.002108269,1.522181465,2.53195753
"Lower respiratory infections","Both",104,2.016308595,1.522916966,2.563235561
"Lower respiratory infections","Both",105,2.030508921,1.523652467,2.594513592
"Lower respiratory infections","Both",106,2.044709247,1.524387968,2.625791624
"Lower respiratory infections","Both",107,2.058909573,1.525123468,2.657069655
"Lower respiratory infections","Both",108,2.0731099,1.525858969,2.688347686
"Lower respiratory infections","Both",109,2.087310226,1.52659447,2.719625718
"Lower respiratory infections","Both",110,2.101510552,1.527329971,2.750903749
"Lower respiratory infections","Both",111,2.115710878,1.528065471,2.78218178
"Lower respiratory infections","Both",112,2.129911204,1.528800972,2.813459811
"Lower respiratory infections","Both",113,2.144111531,1.529536473,2.844737843
"Lower respiratory infections","Both",114,2.158311857,1.530271974,2.876015874
"Lower respiratory infections","Both",115,2.172512183,1.531007474,2.907293905
"Lower respiratory infections","Both",116,2.186712509,1.531742975,2.938571937
"Lower respiratory infections","Both",117,2.200912835,1.532478476,2.969849968
"Lower respiratory infections","Both",118,2.215113162,1.533213976,3.001127999
"Lower respiratory infections","Both",119,2.229313488,1.533949477,3.03240603
"Lower respiratory infections","Both",120,2.243513814,1.534684978,3.063684062
"Lower respiratory infections","Both",121,2.25771414,1.535420479,3.094962093
"Lower respiratory infections","Both",122,2.271914466,1.536155979,3.126240124
"Lower respiratory infections","Both",123,2.286114793,1.53689148,3.157518155
"Lower respiratory infections","Both",124,2.300315119,1.537626981,3.188796187
"Lower respiratory infections","Both",125,2.314515445,1.538362482,3.220074218
"Lower respiratory infections","Both",126,2.328715771,1.539097982,3.251352249
"Lower respiratory infections","Both",127,2.342916097,1.539833483,3.282630281
"Lower respiratory infections","Both",128,2.357116424,1.540568984,3.313908312
"Lower respiratory infections","Both",129,2.37131675,1.541304485,3.345186343
"Lower respiratory infections","Both",130,2.385517076,1.542039985,3.376464374
"Lower respiratory infections","Both",131,2.399717402,1.542775486,3.407742406
"Lower respiratory infections","Both",132,2.413917728,1.543510987,3.439020437
"Lower respiratory infections","Both",133,2.428118055,1.544246487,3.470298468
"Lower respiratory infections","Both",134,2.442318381,1.544981988,3.5015765
"Lower respiratory infections","Both",135,2.456518707,1.545717489,3.532854531
"Lower respiratory infections","Both",136,2.470719033,1.54645299,3.564132562
"Lower respiratory infections","Both",137,2.484919359,1.54718849,3.595410593
"Lower respiratory infections","Both",138,2.499119686,1.547923991,3.626688625
"Lower respiratory infections","Both",139,2.513320012,1.548659492,3.657966656
"Lower respiratory infections","Both",140,2.527520338,1.549394993,3.689244687
"Lower respiratory infections","Both",141,2.541720664,1.550130493,3.720522718
"Lower respiratory infections","Both",142,2.55592099,1.550865994,3.75180075
"Lower respiratory infections","Both",143,2.570121317,1.551601495,3.783078781
"Lower respiratory infections","Both",144,2.584321643,1.552336996,3.814356812
"Lower respiratory infections","Both",145,2.598521969,1.553072496,3.845634844
"Lower respiratory infections","Both",146,2.612722295,1.553807997,3.876912875
"Lower respiratory infections","Both",147,2.626922621,1.554543498,3.908190906
"Lower respiratory infections","Both",148,2.641122948,1.555278999,3.939468937
"Lower respiratory infections","Both",149,2.655323274,1.556014499,3.970746969
"Lower respiratory infections","Both",150,2.6695236,1.55675,4.002025
"Esophageal cancer","Both",0,1,1,1
"Esophageal cancer","Both",1,1.017373651,0.998589251,1.041002479
"Esophageal cancer","Both",2,1.034747303,0.997178501,1.082004959
"Esophageal cancer","Both",3,1.052120954,0.995767752,1.123007438
"Esophageal cancer","Both",4,1.069494605,0.994357003,1.164009918
"Esophageal cancer","Both",5,1.086868257,0.992946254,1.205012397
"Esophageal cancer","Both",6,1.104241908,0.991535504,1.246014877
"Esophageal cancer","Both",7,1.121615559,0.990124755,1.287017356
"Esophageal cancer","Both",8,1.138989211,0.988714006,1.328019836
"Esophageal cancer","Both",9,1.156362862,0.987303256,1.369022315
"Esophageal cancer","Both",10,1.173736513,0.985892507,1.410024795
"Esophageal cancer","Both",11,1.19304114,0.998000756,1.436050013
"Esophageal cancer","Both",12,1.212345776,1.010109073,1.462075156
"Esophageal cancer","Both",13,1.231650412,1.022217389,1.488100299
"Esophageal cancer","Both",14,1.250955048,1.034325706,1.514125442
"Esophageal cancer","Both",15,1.270259684,1.046434022,1.540150586
"Esophageal cancer","Both",16,1.289564321,1.058542339,1.566175729
"Esophageal cancer","Both",17,1.308868957,1.070650656,1.592200872
"Esophageal cancer","Both",18,1.328173593,1.082758972,1.618226015
"Esophageal cancer","Both",19,1.347478229,1.094867289,1.644251158
"Esophageal cancer","Both",20,1.366783146,1.10697585,1.670276609
"Esophageal cancer","Both",21,1.391697831,1.123970765,1.702458948
"Esophageal cancer","Both",22,1.416612517,1.14096568,1.734641287
"Esophageal cancer","Both",23,1.441527202,1.157960595,1.766823626
"Esophageal cancer","Both",24,1.466441887,1.17495551,1.799005965
"Esophageal cancer","Both",25,1.491356573,1.191950425,1.831188305
"Esophageal cancer","Both",26,1.516271258,1.20894534,1.863370644
"Esophageal cancer","Both",27,1.541185944,1.225940255,1.895552983
"Esophageal cancer","Both",28,1.566100629,1.24293517,1.927735322
"Esophageal cancer","Both",29,1.591015315,1.259930085,1.959917661
"Esophageal cancer","Both",30,1.61593,1.276925,1.9921
"Esophageal cancer","Both",31,1.649041934,1.303332368,2.036202279
"Esophageal cancer","Both",32,1.682153869,1.329739736,2.080304559
"Esophageal cancer","Both",33,1.715265803,1.356147104,2.124406838
"Esophageal cancer","Both",34,1.748377738,1.382554472,2.168509118
"Esophageal cancer","Both",35,1.781489672,1.40896184,2.212611397
"Esophageal cancer","Both",36,1.814601607,1.435369208,2.256713677
"Esophageal cancer","Both",37,1.847713541,1.461776576,2.300815956
"Esophageal cancer","Both",38,1.880825476,1.488183944,2.344918236
"Esophageal cancer","Both",39,1.91393741,1.514591312,2.389020515
"Esophageal cancer","Both",40,1.947049344,1.54099868,2.433122795
"Esophageal cancer","Both",41,1.978866527,1.562199152,2.471455967
"Esophageal cancer","Both",42,2.010683645,1.583399364,2.50978885
"Esophageal cancer","Both",43,2.042500764,1.604599576,2.548121733
"Esophageal cancer","Both",44,2.074317882,1.625799788,2.586454617
"Esophageal cancer","Both",45,2.106135,1.647,2.6247875
"Esophageal cancer","Both",46,2.137952118,1.668200212,2.663120383
"Esophageal cancer","Both",47,2.169769236,1.689400424,2.701453267
"Esophageal cancer","Both",48,2.201586355,1.710600636,2.73978615
"Esophageal cancer","Both",49,2.233403473,1.731800848,2.778119033
"Esophageal cancer","Both",50,2.265219935,1.753000759,2.816451388
"Esophageal cancer","Both",51,2.283926242,1.768190684,2.844216249
"Esophageal cancer","Both",52,2.302632548,1.783380608,2.871981111
"Esophageal cancer","Both",53,2.321338855,1.798570532,2.899745972
"Esophageal cancer","Both",54,2.340045161,1.813760456,2.927510833
"Esophageal cancer","Both",55,2.358751468,1.82895038,2.955275694
"Esophageal cancer","Both",56,2.377457774,1.844140304,2.983040555
"Esophageal cancer","Both",57,2.396164081,1.859330228,3.010805416
"Esophageal cancer","Both",58,2.414870387,1.874520152,3.038570278
"Esophageal cancer","Both",59,2.433576694,1.889710076,3.066335139
"Esophageal cancer","Both",60,2.452283,1.9049,3.0941
"Esophageal cancer","Both",61,2.470045811,1.917507437,3.121407363
"Esophageal cancer","Both",62,2.487808622,1.930114874,3.148714727
"Esophageal cancer","Both",63,2.505571434,1.942722311,3.17602209
"Esophageal cancer","Both",64,2.523334245,1.955329748,3.203329454
"Esophageal cancer","Both",65,2.541097056,1.967937185,3.230636817
"Esophageal cancer","Both",66,2.558859867,1.980544622,3.257944181
"Esophageal cancer","Both",67,2.576622678,1.993152059,3.285251544
"Esophageal cancer","Both",68,2.594385489,2.005759496,3.312558908
"Esophageal cancer","Both",69,2.612148301,2.018366933,3.339866271
"Esophageal cancer","Both",70,2.629911112,2.03097437,3.367173635
"Esophageal cancer","Both",71,2.649522716,2.041667072,3.397358793
"Esophageal cancer","Both",72,2.669134412,2.052359679,3.427544094
"Esophageal cancer","Both",73,2.688746108,2.063052286,3.457729396
"Esophageal cancer","Both",74,2.708357804,2.073744893,3.487914698
"Esophageal cancer","Both",75,2.7279695,2.0844375,3.5181
"Esophageal cancer","Both",76,2.747581196,2.095130107,3.548285302
"Esophageal cancer","Both",77,2.767192892,2.105822714,3.578470604
"Esophageal cancer","Both",78,2.786804588,2.116515321,3.608655906
"Esophageal cancer","Both",79,2.806416284,2.127207928,3.638841207
"Esophageal cancer","Both",80,2.826027484,2.137900085,3.669026062
"Esophageal cancer","Both",81,2.835697871,2.139601333,3.690262285
"Esophageal cancer","Both",82,2.845368259,2.141302581,3.711498509
"Esophageal cancer","Both",83,2.855038647,2.143003829,3.732734732
"Esophageal cancer","Both",84,2.864709035,2.144705077,3.753970956
"Esophageal cancer","Both",85,2.874379423,2.146406324,3.775207179
"Esophageal cancer","Both",86,2.884049811,2.148107572,3.796443403
"Esophageal cancer","Both",87,2.893720199,2.14980882,3.817679626
"Esophageal cancer","Both",88,2.903390587,2.151510068,3.838915849
"Esophageal cancer","Both",89,2.913060975,2.153211316,3.860152073
"Esophageal cancer","Both",90,2.922731363,2.154912564,3.881388296
"Esophageal cancer","Both",91,2.932401751,2.156613812,3.90262452
"Esophageal cancer","Both",92,2.942072138,2.15831506,3.923860743
"Esophageal cancer","Both",93,2.951742526,2.160016307,3.945096967
"Esophageal cancer","Both",94,2.961412914,2.161717555,3.96633319
"Esophageal cancer","Both",95,2.971083302,2.163418803,3.987569414
"Esophageal cancer","Both",96,2.98075369,2.165120051,4.008805637
"Esophageal cancer","Both",97,2.990424078,2.166821299,4.030041861
"Esophageal cancer","Both",98,3.000094466,2.168522547,4.051278084
"Esophageal cancer","Both",99,3.009764854,2.170223795,4.072514307
"Esophageal cancer","Both",100,3.019435242,2.171925043,4.093750531
"Esophageal cancer","Both",101,3.02910563,2.17362629,4.114986754
"Esophageal cancer","Both",102,3.038776018,2.175327538,4.136222978
"Esophageal cancer","Both",103,3.048446405,2.177028786,4.157459201
"Esophageal cancer","Both",104,3.058116793,2.178730034,4.178695425
"Esophageal cancer","Both",105,3.067787181,2.180431282,4.199931648
"Esophageal cancer","Both",106,3.077457569,2.18213253,4.221167872
"Esophageal cancer","Both",107,3.087127957,2.183833778,4.242404095
"Esophageal cancer","Both",108,3.096798345,2.185535026,4.263640319
"Esophageal cancer","Both",109,3.106468733,2.187236273,4.284876542
"Esophageal cancer","Both",110,3.116139121,2.188937521,4.306112765
"Esophageal cancer","Both",111,3.125809509,2.190638769,4.327348989
"Esophageal cancer","Both",112,3.135479897,2.192340017,4.348585212
"Esophageal cancer","Both",113,3.145150285,2.194041265,4.369821436
"Esophageal cancer","Both",114,3.154820673,2.195742513,4.391057659
"Esophageal cancer","Both",115,3.16449106,2.197443761,4.412293883
"Esophageal cancer","Both",116,3.174161448,2.199145009,4.433530106
"Esophageal cancer","Both",117,3.183831836,2.200846256,4.45476633
"Esophageal cancer","Both",118,3.193502224,2.202547504,4.476002553
"Esophageal cancer","Both",119,3.203172612,2.204248752,4.497238777
"Esophageal cancer","Both",120,3.212843,2.20595,4.518475
"Esophageal cancer","Both",121,3.216423533,2.1966375,4.5438625
"Esophageal cancer","Both",122,3.220004067,2.187325,4.56925
"Esophageal cancer","Both",123,3.2235846,2.1780125,4.5946375
"Esophageal cancer","Both",124,3.227165133,2.1687,4.620025
